,0
9245,숭인동 482
9246,신정동 980-19
9247,영등포동 585-25
9248,방배동 889-6
9249,반포동 612-115
9250,신당동 432-1982
9251,대연동 876-25
9252,화곡동 343-65
9253,신림동 1696
9254,개금동 177-205
9255,제기동 1158-25
9256,충무로5가 36-2
9257,신월동 203-19
9258,청담동 129-16
9259,광안동 755-19
9260,반포동 77-1
9261,초읍동 159-3
9262,초량동 1053-15
9263,봉천동 1619-27
9264,망미동 802-3
9265,장전동 75-1
9266,신월동 604-4
9267,원효로1가 17-66
9268,갈현동 327-40
9269,반포동 50-8
9270,양재동 363-3
9271,묵동 168-7
9272,용두동 29-1
9273,사직동 58-34
9274,구산동 202-8
9275,봉천동 1522-28
9276,성내동 466-1
9277,가야동 611
9278,방이동 223-13
9279,신림동 1421-1
9280,서대신동3가 293-6
9281,휘경동 308-110
9282,길동 373-7
9283,초량동 432
9284,가락동 6-8
9285,염창동 267-4
9286,청담동 110-13
9287,역촌동 52-15
9288,신정동 958-10
9289,반포동 701-4
9290,장안동 326-10
9291,청담동 121
9292,창신동 436-79
9293,마천동 188-2
9294,연산동 2123-31
9295,천호동 37-24
9296,봉천동 1601-10
9297,구산동 21-61
9298,영선동1가 13-9
9299,방배동 889-5
9300,오금동 118-23
9301,중곡동 130-1
9302,북아현동 1-52
9303,홍은동 150-13
9304,반포동 84-2
9305,홍은동 398-6
9306,구의동 208-1
9307,괘법동 541-1
9308,가락동 197-12
9309,암사동 488-10
9310,가락동 142-1
9311,성내동 386-6
9312,부곡동 23-4
9313,방이동 148-7
9314,청량리동 425
9315,초량동 110-41
9316,장안동 241-8
9317,부곡동 305-12
9318,길동 228
9319,논현동 46-2
9320,하단동 617-6
9321,토성동5가 29-7
9322,장안동 440-2
9323,신사동 556-29
9324,청파동3가 132-15
9325,민락동 163-3
9326,미아동 311-10
9327,천호동 317-4
9328,봉천동 196-215
9329,망원동 465-3
9330,내발산동 687-27
9331,신월동 485-3
9332,연산동 1293-18
9333,광안동 188-2
9334,거제동 1470-13
9335,구서동 258-11
9336,방배동 845-14
9337,상계동 996-16
9338,남산동 974-4
9339,대연동 1752-11
9340,우동 182-3
9341,광안동 137-1
9342,구의동 47-23
9343,구의동 225-26
9344,괴정동 352-25
9345,반포동 577-4
9346,신월동 562-4
9347,대교동2가 135-2
9348,서초동 1609-1
9349,괴정동 335-10
9350,신정동 282-16
9351,성내동 465-1
9352,사당동 64-264
9353,구로동 718-18
9354,고척동 215-3
9355,문정동 58-17
9356,방배동 809-26
9357,역삼동 828-21
9358,문현동 15-17
9359,양정동 86-4
9360,구로동 793-54
9361,가야동 617-8
9362,우동 1529
9363,양재동 379-3
9364,등촌동 653-13
9365,연남동 246-1
9366,구로동 798-22
9367,군자동 346-44
9368,온천동 1434-1
9369,학장동 585-78
9370,화양동 9-91
9371,성내동 448-18
9372,대조동 191-24
9373,연산동 1005-11
9374,서대신동2가 35-12
9375,북가좌동 3-74
9376,삼선동4가 44
9377,내발산동 660-1
9378,가락동 46-3
9379,신월동 558-1
9380,전농동 103-22
9381,구로동 743-31
9382,대연동 888-6
9383,구포동 422-8
9384,금사동 30-19
9385,신사동 12-1
9386,구서동 458-1
9387,쌍문동 315-39
9388,하단동 616-7
9389,내발산동 673-7
9390,성내동 510-1
9391,신길동 480
9392,연산동 484-12
9393,신당동 432-657
9394,구로동 807-17
9395,역촌동 32-37
9396,홍제동 82-81
9397,송정동 199-8
9398,신월동 331-107
9399,신사동 35-2
9400,남현동 1053-4
9401,반여동 1476-90
9402,상도1동 311-1
9403,중화동 274-75
9404,화곡동 918-18
9405,광안동 50-2
9406,장안동 319-6
9407,방배동 801-7
9408,남산동 981-3
9409,영선동1가 33-5
9410,신사동 547-7
9411,송파동 194-1
9412,논현동 79-5
9413,초읍동 107-2
9414,충정로3가 250-5
9415,논현동 44-6
9416,신월동 538-1
9417,길동 228-11
9418,서대신동2가 3-19
9419,가산동 239-22
9420,하단동 88-4
9421,신정동 1210-1
9422,화곡동 346-19
9423,충정로2가 69-60
9424,당리동 317-10
9425,화곡동 1026-27
9426,용산동2가 47-5
9427,시흥동 796-43
9428,묵동 391
9429,봉천동 30-8
9430,길동 380-6
9431,광안동 373-128
9432,명륜1가 5-89
9433,수안동 8-5
9434,당리동 326-6
9435,시흥동 797-2
9436,충정로3가 3-19
9437,봉천동 1653-10
9438,역삼동 607-17
9439,부곡동 226-14
9440,효창동 5-72
9441,서대신동1가 54-14
9442,덕천동 384-10
9443,삼성동 150-5
9444,수색동 358-11
9445,역촌동 83-26
9446,대연동 919-5
9447,증산동 162-18
9448,개포동 1164-14
9449,불광동 171-61
9450,온천동 265-4
9451,광안동 380-63
9452,장전동 135-7
9453,남산동 973-3
9454,천호동 437-22
9455,서초동 1668-1
9456,서초동 1476-18
9457,광안동 170-10
9458,하단동 870-93
9459,구포동 1027-2
9460,충정로3가 30-2
9461,구로동 791-21
9462,보수동3가 40-13
9463,역촌동 10-83
9464,고척동 172-24
9465,독산동 992
9466,청담동 46-12
9467,명일동 346-10
9468,보문동6가 433
9469,목동 766-1
9470,망미동 458-2
9471,망원동 400-2
9472,부곡동 388-1
9473,신내동 495-42
9474,역촌동 32-35
9475,둔촌동 425-3
9476,용호동 371-15
9477,증산동 214-13
9478,천호동 313
9479,구로동 779-66
9480,구서동 163-26
9481,신월동 203-14
9482,재송동 1051-1
9483,봉천동 464-41
9484,서초동 1471-5
9485,가야동 1-12
9486,흑석동 257-8
9487,방배동 1-62
9488,부암동 35-6
9489,서초동 1471-15
9490,민락동 1-10
9491,화곡동 355-42
9492,응암동 81-164
9493,홍은동 189-9
9494,남천동 44-18
9495,방이동 126-5
9496,용호동 392-6
9497,전포동 194-7
9498,남현동 1072-57
9499,창신동 601-1
9500,방배동 929-4
9501,신월동 203-17
9502,길음동 973-2
9503,구산동 169-1
9504,연희동 51-151
9505,가락동 97-8
9506,방배동 1-106
9507,남산동 970-10
9508,쌍문동 600
9509,대연동 877-9
9510,연산동 328-16
9511,구의동 205-18
9512,신월동 485-2
9513,화곡동 410-150
9514,대방동 402-32
9515,방배동 1-7
9516,신정동 879-18
9517,신평동 19-15
9518,방배동 840-12
9519,금호동1가 598-12
9520,문현동 273-9
9521,오금동 54-4
9522,남산동 116-8
9523,명륜동 56-1
9524,화곡동 465-13
9525,연산동 719-6
9526,양재동 352-7
9527,쌍문동 139-52
9528,상수동 394
9529,덕천동 360-1
9530,신림동 1684-7
9531,방배동 434-3
9532,화곡동 1130-1
9533,초량동 1056-42
9534,삼성동 130
9535,서대신동2가 195
9536,정릉동 266-32
9537,홍은동 404-1
9538,봉천동 1595-14
9539,봉천동 1598-49
9540,용호동 494-57
9541,대연동 1171-19
9542,대방동 375-14
9543,청룡동 33-7
9544,증산동 161-8
9545,대연동 876-11
9546,가산동 145-29
9547,연산동 1498-2
9548,대방동 375-16
9549,구로동 797-25
9550,서대신동3가 294-5
9551,청담동 104-2
9552,양재동 17-35
9553,구포동 1087-2
9554,궁동 112-10
9555,연산동 1261-19
9556,사직동 46-7
9557,남천동 35-9
9558,마천동 30-2
9559,역삼동 633-22
9560,서초동 1566-19
9561,장안동 333-5
9562,대방동 11-1
9563,상계동 1101-2
9564,상수동 395
9565,청담동 130-6
9566,대연동 375-3
9567,성내동 455-3
9568,동대신동2가 7-1
9569,화곡동 955-9
9570,갈월동 6-48
9571,양재동 19
9572,온천동 1632-28
9573,온천동 1220-1
9574,민락동 18-5
9575,장안동 351-5
9576,하단동 870-22
9577,방배동 593-51
9578,아미동2가 126-5
9579,온천동 1424-12
9580,문현동 523-1
9581,서대신동3가 277-1
9582,연산동 2317
9583,대연동 903-16
9584,증산동 174-3
9585,연산동 1293-3
9586,망원동 470-1
9587,창천동 381
9588,신당동 432-2000
9589,후암동 1-10
9590,대연동 1748-7
9591,광안동 535-3
9592,서동 203-25
9593,잠원동 71-15
9594,가락동 111-13
9595,송정동 201-15
9596,오금동 55-3
9597,사직동 631-1
9598,암사동 453-38
9599,구로동 740-29
9600,남가좌동 335-18
9601,수유동 282-12
9602,독산동 1017-24
9603,독산동 182-1
9604,구로동 743-27
9605,대청동4가 75-120
9606,동삼동 1171
9607,전포동 33-450
9608,봉천동 180-381
9609,응암동 113-27
9610,독산동 993-25
9611,창신동 601-8
9612,면목동 624-5
9613,신사동 606-2
9614,영선동3가 17
9615,서대신동2가 33-1
9616,수유동 45-93
9617,장전동 233-22
9618,면목동 142-64
9619,도곡동 514-3
9620,동소문동7가 75-10
9621,화곡동 887-1
9622,합정동 371-3
9623,망원동 239
9624,내발산동 698-7
9625,개금동 525-8
9626,공릉동 351-1
9627,남현동 602-192
9628,초읍동 182-3
9629,수유동 52-27
9630,한남동 26-10
9631,가락동 166-15
9632,양재동 302
9633,우동 1072-56
9634,사당동 1048-8
9635,청담동 130-10
9636,연희동 712-25
9637,이태원동 124-13
9638,시흥동 959-11
9639,부곡동 60-13
9640,옥수동 528-1
9641,암사동 510-10
9642,민락동 772
9643,창동 443-4
9644,연산동 1299-7
9645,사직동 149-55
9646,서초동 1491-14
9647,구서동 159-5
9648,부곡동 64-36
9649,원효로3가 124-1
9650,남천동 36-15
9651,방배동 1-40
9652,초량동 824-152
9653,신월동 203-20
9654,개포동 1260-11
9655,대연동 901-3
9656,신월동 492-23
9657,용호동 148-2
9658,봉천동 870-13
9659,구의동 591-29
9660,구산동 25-41
9661,구로동 799-1
9662,동삼동 213-19
9663,전포동 687-21
9664,통인동 5-1
9665,등촌동 637-18
9666,개금동 171-59
9667,초읍동 288-7
9668,동숭동 4-161
9669,합동 31-9
9670,신월동 241-9
9671,사당동 449-28
9672,민락동 32-3
9673,서초동 1559-1
9674,하단동 88-3
9675,온천동 1038-8
9676,역삼동 761-9
9677,망원동 432-63
9678,대연동 1736-2
9679,화곡동 917-16
9680,청룡동 31-5
9681,암사동 449
9682,삼성동 3-2
9683,목동 713-5
9684,서대신동1가 35-10
9685,시흥동 823
9686,양재동 17-33
9687,쌍문동 315-48
9688,논현동 216-1
9689,장전동 505-83
9690,영선동3가 28-1
9691,양재동 19-1
9692,길동 355-2
9693,방배동 801-5
9694,면목동 138-15
9695,성내동 468
9696,방화동 182-44
9697,서대신동3가 384-5
9698,길동 380-18
9699,논현동 109-9
9700,합정동 355-1
9701,동삼동 349-3
9702,창동 629-29
9703,광안동 139-15
9704,초량동 1056-71
9705,사직동 981-9
9706,충무동2가 38-1
9707,창천동 512-5
9708,대치동 929-8
9709,사당동 43-71
9710,창동 581-4
9711,반포동 73-10
9712,온천동 1458-38
9713,화곡동 1039-2
9714,신당동 432-1979
9715,신당동 67-129
9716,청담동 28-13
9717,양재동 11-74
9718,광안동 741-15
9719,창천동 468
9720,천호동 40-9
9721,서교동 453-14
9722,길동 370-3
9723,수정동 1014-8
9724,서초동 1495-2
9725,전포동 582
9726,청담동 105-6
9727,양재동 359
9728,거제동 566-6
9729,충무동2가 33-1
9730,자양동 588
9731,방배동 809-22
9732,대연동 329-1
9733,역삼동 777-49
9734,기장읍 대라리 148-7
9735,개봉동 333-3
9736,남현동 1053-14
9737,홍은동 265-54
9738,연남동 246-8
9739,장전동 505-111
9740,휘경동 108-4
9741,신정동 929-25
9742,목동 773-3
9743,구로동 780-50
9744,구로동 806-41
9745,증산동 174-14
9746,동소문동6가 24
9747,양재동 352-13
9748,화곡동 102-307
9749,둔촌동 104-3
9750,부전동 27-1
9751,개봉동 313-32
9752,궁동 178-7
9753,연산동 70-3
9754,미아동 198-27
9755,삼성동 99-1
9756,역삼동 604
9757,상봉동 474-10
9758,괴정동 563-2
9759,청담동 104
9760,신월동 480-4
9761,장안동 454-1
9762,서초동 1527-14
9763,청담동 109-16
9764,화곡동 1077-1
9765,한남동 550
9766,서대신동3가 387-18
9767,청담동 101-1
9768,방배동 1-35
9769,연희동 163-30
9770,장안동 444-9
9771,양재동 11-120
9772,구기동 95-15
9773,감만동 73-209
9774,온천동 1074-9
9775,연남동 254-1
9776,화곡동 46-410
9777,방배동 847-25
9778,남부민동 121
9779,가양동 239-36
9780,방배동 841-4
9781,상수동 363
9782,논현동 261-8
9783,천호동 39-7
9784,시흥동 977-2
9785,하단동 888-25
9786,역촌동 8-24
9787,개포동 1164-30
9788,청담동 114
9789,방배동 849-2
9790,수색동 148-2
9791,역삼동 794-19
9792,전포동 328-4
9793,봉천동 39-13
9794,기장읍 대변리 442-1
9795,장전동 602-3
9796,방배동 486-1
9797,양재동 6-29
9798,합정동 400-20
9799,대연동 1738-3
9800,구로동 747-33
9801,광안동 99-28
9802,방이동 208-19
9803,서초동 1527-1
9804,봉천동 1608-27
9805,연산동 1261-6
9806,응암동 402-42
9807,반포동 82-19
9808,성수동2가 223-6
9809,중곡동 646-10
9810,초읍동 123-7
9811,방배동 1002-22
9812,대연동 294-7
9813,서초동 1511-9
9814,삼성동 130-2
9815,반포동 551-67
9816,대치동 901-51
9817,기장읍 대라리 97-6
9818,신사동 7-11
9819,잠원동 49-37
9820,신정동 879-6
9821,신사동 278-34
9822,망우동 202-16
9823,신사동 550-5
9824,미아동 192-16
9825,논현동 267-18
9826,구로동 806-9
9827,자양동 24-31
9828,방배동 843-1
9829,광장동 184-1
9830,화곡동 391-2
9831,상계동 가-6040-35
9832,신사동 591-11
9833,후암동 438-7
9834,응암동 115-4
9835,민락동 542
9836,대연동 67-1
9837,공릉동 400-8
9838,방배동 877-6
9839,삼성동 36-12
9840,대청동4가 78-76
9841,덕천동 417-21
9842,장안동 418-4
9843,명륜1가 2-12
9844,광안동 734-3
9845,홍은동 274-60
9846,토성동5가 18-3
9847,민락동 23-6
9848,명일동 336-12
9849,송파동 180-7
9850,구서동 164-10
9851,등촌동 526-5
9852,방배동 849-24
9853,용호동 486-41
9854,광안동 170-13
9855,상계동 1101-33
9856,방이동 134-1
9857,문정동 69-3
9858,증산동 193-1
9859,명일동 312-256
9860,삼성동 143-37
9861,개금동 177-209
9862,가야동 2
9863,방배동 1002-7
9864,엄궁동 567-9
9865,방배동 912-13
9866,구로동 744-18
9867,방배동 843-13
9868,방배동 956-8
9869,서동 38-1
9870,방배동 474-9
9871,괴정동 399-2
9872,화곡동 46-219
9873,범일동 1486-21
9874,내발산동 675
9875,대조동 195-20
9876,방이동 186-12
9877,신월동 140-23
9878,논현동 180-6
9879,망미동 441-1
9880,구의동 16-26
9881,문정동 68-17
9882,방이동 182-2
9883,서동 40-13
9884,방배동 992-8
9885,서초동 1679-6
9886,광안동 91-7
9887,대치동 962-20
9888,구서동 166-5
9889,공릉동 593-6
9890,신사동 550-20
9891,삼성동 97
9892,괘법동 228-8
9893,염창동 276-12
9894,목동 713-29
9895,남산동 967-7
9896,상계동 95-274
9897,방배동 888-34
9898,갈현동 327-15
9899,거여동 34-10
9900,갈현동 241-9
9901,무악동 66-1
9902,신사동 590-7
9903,방배동 803-9
9904,신월동 507-1
9905,오류동 63-4
9906,당감동 70-5
9907,독산동 976-37
9908,암남동 43
9909,도곡동 952-14
9910,범천동 1230-66
9911,괴정동 1218-8
9912,북아현동 1-1201
9913,방배동 1-119
9914,신사동 569-1
9915,신월동 558-3
9916,남현동 602-329
9917,신당동 294-12
9918,서대신동1가 90-1
9919,한남동 657-33
9920,응암동 590-15
9921,이촌동 302-61
9922,서초동 1492-5
9923,용호동 485-8
9924,장전동 501-30
9925,화곡동 381-11
9926,구로동 744-21
9927,서초동 1508-25
9928,염창동 266-3
9929,화곡동 379-58
9930,화곡동 894-9
9931,양재동 352-11
9932,논현동 53-1
9933,금호동1가 128-5
9934,장전동 643-40
9935,응암동 427-113
9936,논현동 47-11
9937,당리동 320-31
9938,초량동 1056-82
9939,논현동 267-23
9940,반포동 87-5
9941,명륜동 561-5
9942,시흥동 3-28
9943,덕천동 326-11
9944,역촌동 63-2
9945,방배동 987-1
9946,송정동 191-5
9947,잠원동 55-7
9948,연산동 1481-51
9949,양정동 463-1
9950,기장읍 대라리 145-4
9951,방배동 890-8
9952,방배동 823-14
9953,기장읍 대라리 176-8
9954,연희동 47
9955,역삼동 794-24
9956,장전동 204-7
9957,증산동 216-10
9958,삼전동 164-5
9959,논현동 192-3
9960,온천동 204-9
9961,북아현동 189-22
9962,구서동 1018-19
9963,재송동 188
9964,하왕십리동 890-103
9965,마곡동 747
9966,양재동 9-38
9967,신월동 487-1
9968,사당동 205-5
9969,역삼동 729-37
9970,남산동 966-1
9971,흑석동 143-23
9972,신월동 13-3
9973,서초동 1617-26
9974,구산동 26-25
9975,반포동 85-1
9976,삼성동 71-16
9977,화곡동 61-116
9978,남산동 976-1
9979,화곡동 343-39
9980,마장동 778-1
9981,신사동 338-7
9982,서초동 1357-44
9983,오류동 9-3
9984,남천동 51-17
9985,가락동 173-6
9986,장안동 310-5
9987,금호동1가 635
9988,신월동 72-5
9989,응암동 365-35
9990,연산동 1261-24
9991,내발산동 698-11
9992,대치동 983-1
9993,자양동 678-8
9994,신월동 492-1
9995,문정동 94-9
9996,화곡동 29-38
9997,개포동 1164-13
9998,구포동 1030-3
9999,대조동 4-11
10000,효창동 5-127
10001,장안동 454-2
10002,봉천동 1618-27
10003,성내동 435-2
10004,연산동 1259-26
10005,양재동 391-12
10006,녹산동 262-1
10007,문정동 89-15
10008,서초동 1471-13
10009,청담동 113-16
10010,삼전동 166-10
10011,광안동 380-29
10012,신정동 879-5
10013,서초동 1491-31
10014,방이동 154-21
10015,정릉동 365-4
10016,신길동 1-8
10017,사당동 303-109
10018,용호동 394-35
10019,천호동 317-31
10020,남현동 602-200
10021,대연동 894-16
10022,천호동 22-23
10023,방배동 798-5
10024,암사동 441-10
10025,암남동 457-1
10026,구로동 750-13
10027,신사동 23-42
10028,한남동 686-30
10029,문정동 56-6
10030,내발산동 682-10
10031,창신동 601-4
10032,창동 661-13
10033,범일동 1486-20
10034,연산동 1405-2
10035,신당동 432-498
10036,봉래동3가 142-4
10037,불광동 444-41
10038,방배동 980-25
10039,망우동 184-6
10040,독산동 987-22
10041,독산동 976-6
10042,둔촌동 518-1
10043,신대방동 344-179
10044,성산동 25-1
10045,장전동 521-95
10046,사직동 50-15
10047,구로동 738-39
10048,방이동 120-2
10049,방배동 478-8
10050,장안동 346-28
10051,도곡동 972
10052,연산동 1310-29
10053,충정로3가 32-10
10054,응암동 122-4
10055,양재동 286-6
10056,구로동 746-17
10057,동광동5가 16-290
10058,암사동 503-6
10059,거여동 127-1
10060,서초동 1633-1
10061,충무동2가 36-3
10062,방배동 1-29
10063,개금동 524-4
10064,도원동 3-4
10065,장안동 350-7
10066,방이동 185-5
10067,방배동 877-4
10068,신사동 200-28
10069,한남동 737-60
10070,연산동 1268-8
10071,신월동 558-4
10072,응암동 123-25
10073,필동3가 62-16
10074,역촌동 19-4
10075,성수동1가 685-191
10076,수색동 345-4
10077,장안동 400-9
10078,감전동 252-1
10079,천호동 54-25
10080,송파동 104-1
10081,망원동 470-39
10082,목동 539-6
10083,방배동 791-10
10084,신월동 1069
10085,방학동 612-34
10086,동대신동3가 477-3
10087,공릉동 684-60
10088,신대방동 366-176
10089,노량진동 315-13
10090,구서동 775-13
10091,방배동 733
10092,능동 246-11
10093,방배동 1-19
10094,재송동 1094-12
10095,좌천동 812-5
10096,독산동 987-11
10097,응암동 122-7
10098,방배동 840-1
10099,명지동 3417
10100,연산동 1332-10
10101,청담동 110
10102,서초동 1517-1
10103,시흥동 977-11
10104,성내동 448-17
10105,암남동 450-1
10106,민락동 34-11
10107,신월동 494-6
10108,구로동 717-23
10109,역촌동 79-50
10110,동빙고동 42-17
10111,상계동 1090-2
10112,개금동 198-1
10113,구의동 205-6
10114,화곡동 400-60
10115,시흥동 266-2745
10116,중곡동 109-2
10117,괴정동 764-112
10118,구로동 738-27
10119,반포동 82-7
10120,성북동 179-96
10121,구로동 806-33
10122,서초동 1667-2
10123,구로동 770-56
10124,대청동4가 75-176
10125,신사동 226-5
10126,남산동 988-2
10127,광안동 140-10
10128,천호동 35-12
10129,양재동 317-4
10130,명지동 3344
10131,청룡동 50-7
10132,구로동 745-43
10133,감만동 245
10134,연희동 91-2
10135,괴정동 304
10136,화곡동 453-4
10137,증산동 185-2
10138,동대신동3가 355-1
10139,쌍문동 574-1
10140,연산동 346-1
10141,중동 1481-9
10142,괴정동 535-7
10143,독산동 992-37
10144,방배동 802-10
10145,석촌동 60-2
10146,남가좌동 132-29
10147,천호동 22-6
10148,중화동 19-16
10149,미아동 137-7
10150,용강동 18-2
10151,구로동 780-62
10152,석촌동 271-14
10153,화곡동 348-18
10154,신정동 915-12
10155,신림동 1684-9
10156,합정동 386-2
10157,상도동 1-7
10158,응암동 402-120
10159,전포동 685-5
10160,합정동 357-3
10161,서초동 1678-1
10162,서초동 1492-13
10163,역촌동 32-42
10164,돈암동 42-32
10165,신당동 407-17
10166,대연동 1723-33
10167,구로동 779-13
10168,서초동 1568-3
10169,삼성동 47-20
10170,시흥동 798-64
10171,장안동 319-3
10172,응암동 122-13
10173,대연동 1727-2
10174,수서동 537
10175,방배동 460-1
10176,한강로3가 16-20
10177,덕천동 395-7
10178,방학동 621-6
10179,연희동 705-4
10180,중동 1487-4
10181,동빙고동 1-67
10182,대치동 601-1
10183,부전동 390-26
10184,성내동 454-15
10185,숭인동 494
10186,신월동 433-1
10187,하단동 618-6
10188,화곡동 24-175
10189,삼선동5가 68
10190,반포동 86-5
10191,석촌동 227-12
10192,후암동 244-86
10193,동빙고동 1-14
10194,중곡동 252-8
10195,홍제동 312-67
10196,장전동 204-9
10197,광장동 350-1
10198,남천동 7-13
10199,응암동 120-6
10200,대연동 635-9
10201,방배동 804-5
10202,행당동 347-4
10203,양재동 206-7
10204,역삼동 761
10205,가락동 177-8
10206,구포동 405-7
10207,좌천동 476-1
10208,면목동 136-2
10209,연산동 1279-24
10210,방배동 845-1
10211,보수동3가 61-3
10212,홍은동 265-46
10213,부곡동 264-12
10214,불광동 484-57
10215,독산동 887-54
10216,반포동 103-3
10217,서초동 1612-2
10218,대연동 42-2
10219,서초동 1465-7
10220,신당동 432-1952
10221,신평동 253-18
10222,장안동 455-1
10223,역촌동 57-39
10224,신월동 485-11
10225,수유동 410-45
10226,거제동 1470-12
10227,하단동 870-311
10228,대청동4가 75-128
10229,대연동 573-20
10230,길동 83-2
10231,광안동 776-9
10232,방화동 608-97
10233,청담동 90-10
10234,청담동 111-11
10235,성산동 249-21
10236,송파동 118-2
10237,봉천동 1644-31
10238,신월동 494-10
10239,대연동 882-4
10240,성내동 438-56
10241,목동 408-20
10242,송정동 183-17
10243,홍은동 277-69
10244,신길동 166-45
10245,화곡동 1014-12
10246,서대신동2가 76
10247,신정동 1013-1
10248,방배동 1-56
10249,독산동 887-1
10250,신길동 1119
10251,덕천동 375-9
10252,서초동 1642-4
10253,화곡동 992-10
10254,주례동 94
10255,하단동 88-5
10256,상봉동 115-84
10257,중동 1490-8
10258,목동 520-11
10259,대연동 1740-13
10260,동대신동2가 182-1
10261,명일동 346-12
10262,망미동 253-12
10263,온천동 40-39
10264,송파동 14
10265,구의동 560-15
10266,서초동 1506-42
10267,거제동 242-23
10268,방배동 980-48
10269,방배동 1-18
10270,성내동 382-16
10271,목동 743-19
10272,화곡동 1122-4
10273,장안동 363-11
10274,제기동 134-73
10275,신당동 432-970
10276,괴정동 922-3
10277,방배동 800-5
10278,방배동 432-10
10279,거여동 216-2
10280,거제동 676-25
10281,상도1동 466
10282,서초동 1527-10
10283,부전동 410-12
10284,응암동 123-26
10285,성내동 438-6
10286,반포동 79-5
10287,망원동 464-5
10288,장안동 360-7
10289,온천동 1380-19
10290,서대신동1가 87-1
10291,시흥동 818-14
10292,연산동 1495-13
10293,신내동 492-5
10294,감만동 44-151
10295,부곡동 305-9
10296,온천동 1266-17
10297,시흥동 992-12
10298,신내동 493-158
10299,길동 320-9
10300,화곡동 355-22
10301,장안동 440-7
10302,개금동 167-7
10303,군자동 346-18
10304,논현동 46-3
10305,구로동 730-2
10306,도곡동 200-5
10307,목동 714-1
10308,하단동 529-20
10309,용호동 366-4
10310,동소문동4가 241
10311,연희동 74-14
10312,양재동 6-36
10313,망우동 184-13
10314,상도동 256-206
10315,거여동 35-7
10316,목동 806-25
10317,숭인동 233-6
10318,이촌동 302-69
10319,상계동 가-52-2
10320,구로동 797-38
10321,사직동 103-4
10322,오금동 64
10323,대치동 915-13
10324,대연동 873-8
10325,청담동 104-19
10326,신당동 432-2008
10327,방배동 999-2
10328,송파동 100
10329,반포동 99-2
10330,부암동 265-10
10331,신정동 1196-16
10332,부곡동 396-35
10333,신월동 457-6
10334,방이동 134-22
10335,대방동 381-3
10336,양재동 6-31
10337,청담동 106-17
10338,신월동 9-33
10339,남천동 46-5
10340,문현동 641-2
10341,목동 135-6
10342,목동 900-17
10343,장전동 135-3
10344,수유동 282-11
10345,청담동 104-13
10346,반포동 612-32
10347,홍제동 346-7
10348,구로동 781-26
10349,공릉동 569-26
10350,염리동 27-126
10351,신사동 11-21
10352,구로동 792-99
10353,신공덕동 15-80
10354,창동 621-1
10355,홍제동 322-87
10356,보수동3가 61-36
10357,중계동 137-39
10358,상도1동 505
10359,망우동 460-26
10360,청룡동 632-4
10361,화곡동 410-56
10362,창동 471-9
10363,봉천동 1536-4
10364,장안읍 명례리 924-12
10365,성내동 382-1
10366,성산동 271-23
10367,상도동 181-2
10368,수색동 328-3
10369,화곡동 396-17
10370,구서동 198-3
10371,화곡동 888-1
10372,갈현동 522-19
10373,남산동 17-2
10374,온천동 1119-81
10375,공릉동 380-56
10376,공릉동 270-47
10377,신림동 98-401
10378,성내동 199-18
10379,용호동 83-2
10380,방배동 12-60
10381,성내동 416-11
10382,괘법동 524-46
10383,연지동 156-1
10384,신월동 230-2
10385,내발산동 716-2
10386,방배동 805-1
10387,괴정동 1071-7
10388,화곡동 1026-13
10389,초량동 754-1362
10390,구산동 199-25
10391,창신동 639-50
10392,신당동 432-479
10393,청담동 113-23
10394,대연동 1281-9
10395,창동 661-89
10396,상도동 301-226
10397,신당동 432-2006
10398,쌍문동 20
10399,현석동 128-4
10400,광안동 744-2
10401,봉래동5가 169-7
10402,온천동 1378-18
10403,명일동 352-18
10404,수색동 356-3
10405,사직동 632
10406,문정동 68-13
10407,화곡동 401-2
10408,번동 461-1
10409,장안동 332-6
10410,장전동 155-13
10411,구로동 748-20
10412,용강동 494-8
10413,서대신동1가 156
10414,서교동 381-4
10415,기장읍 동부리 509
10416,가락동 111-12
10417,성산동 239-25
10418,신정동 949-3
10419,구의동 237-5
10420,부평동4가 57-1
10421,방이동 169-2
10422,응암동 122-26
10423,우암동 189-2172
10424,쌍문동 639-1
10425,장안동 375-7
10426,방화동 479-3
10427,응암동 122-12
10428,신길동 401
10429,청담동 121-14
10430,남산동 131-7
10431,중동 1506-8
10432,홍은동 48
10433,광안동 536-143
10434,화곡동 849-7
10435,괴정동 764-11
10436,수유동 223-14
10437,잠원동 49-7
10438,문현동 426-285
10439,화곡동 911-14
10440,신월동 81-7
10441,홍제동 312-221
10442,천호동 54-4
10443,시흥동 3-3
10444,양재동 3-1
10445,신당동 407-7
10446,서교동 470-20
10447,구의동 31-9
10448,신정동 911-8
10449,신월동 547-7
10450,방배동 878-26
10451,오류동 12-2
10452,남산동 16-8
10453,목동 548
10454,암사동 513-4
10455,구포동 431-1
10456,구로동 749-46
10457,남현동 602-283
10458,면목동 1339-2
10459,서초동 1471-3
10460,증산동 179-8
10461,중곡동 109-11
10462,청담동 110-7
10463,거제동 1470-11
10464,구로동 771-2
10465,남가좌동 335-7
10466,온천동 358-7
10467,도곡동 462-1
10468,구로동 794-17
10469,개금동 11
10470,석촌동 224-2
10471,대연동 1489-25
10472,잠원동 32-10
10473,묵동 168-4
10474,암남동 171-18
10475,흥인동 8
10476,방학동 266-3
10477,양재동 122-2
10478,대연동 328
